legid,class,userid,tripid,start_lat,start_lon,constart,end_lat,end_lon,start_name,start_country,Definition,Start_Place,end_name,end_country,Definition2,motid,leg_distance,worthwhileness_rating,transport_category,campaign,weekday,weekday_class,activity
#24:39565,Leg,IYFqKamhclckUqabBsHOiCNPbcd2,#31:17066,50.832,4.404,50.8324.404,50.832,4.403,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,28,5,walking,BEL,Tuesday,Working_day,Walking
#22:4284,Leg,yXPR9mf9wfMU0yjf89NcbtRMudf1,#32:1738,50.844,4.382,50.8444.382,50.845,4.382,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,51,3.75,walking,BEL,Monday,Working_day,Walking
#25:5652,Leg,kgF4dsYgK6RN1Qp0kzJVyWnDaUe2,#32:2320,50.832,4.34,50.8324.34,50.832,4.341,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,64,3.5,walking,BEL,Wednesday,Working_day,Walking
#25:34858,Leg,4bzY2zv9MLN1bu1u35n1CoGahEY2,#32:14930,50.88,4.416,50.884.416,50.88,4.415,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,67,4,walking,BEL,Friday,Working_day,Walking
#25:17962,Leg,Jk2WYuKqb3b1jZtHN1vpOLA3sjW2,#33:7539,50.849,4.356,50.8494.356,50.849,4.355,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,107,5,walking,BEL,Wednesday,Working_day,Walking
#24:15353,Leg,btU0wMa5UAdVIzaf66s50bdPJOx2,#30:6498,50.843,4.381,50.8434.381,50.843,4.382,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,115,5,walking,BEL,Saturday,Weekend,Walking
#22:22028,Leg,TWq1AUbD1zfNesNCbdLWK1vMhO22,#31:9372,50.849,4.358,50.8494.358,50.85,4.357,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,141,4,walking,BEL,Wednesday,Working_day,Walking
#24:7847,Leg,U5soJC7zkmbkpx0sJN993OUa8Hw2,#32:3228,50.891,4.336,50.8914.336,50.892,4.335,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,149,5,walking,BEL,Saturday,Weekend,Walking
#25:19443,Leg,dzixUVrIRAQy3PJzTU5cfWGDI0s2,#30:8277,50.851,4.401,50.8514.401,50.852,4.402,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,153,4,walking,BEL,Monday,Working_day,Walking
#24:18072,Leg,ySgpbLkmdOeFIbDFT4wIYvv2RvY2,#33:7575,50.853,4.354,50.8534.354,50.854,4.353,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,158,2,walking,BEL,Wednesday,Working_day,Walking
#23:24792,Leg,ScbvqnrCywYbFcB3s6bMJNBf1v33,#32:10506,50.851,4.39,50.8514.39,50.85,4.391,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,173,3.5,walking,BEL,Wednesday,Working_day,Walking
#24:28577,Leg,YD1NWKS6MmgyvWhJhtKZvYIVc2l2,#31:12205,50.843,4.384,50.8434.384,50.844,4.384,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,176,5,walking,BEL,Wednesday,Working_day,Walking
#25:8244,Leg,xVmMPhHKRUOFFjghmp6dbVf3UYx2,#31:3423,50.852,4.356,50.8524.356,50.851,4.354,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,179,4,walking,SVK,Tuesday,Working_day,Walking
#22:8629,Leg,xVmMPhHKRUOFFjghmp6dbVf3UYx2,#32:3519,50.856,4.36,50.8564.36,50.857,4.36,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,179,3,walking,SVK,Thursday,Working_day,Walking
#23:20525,Leg,TWq1AUbD1zfNesNCbdLWK1vMhO22,#31:8709,50.85,4.358,50.854.358,50.849,4.358,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,184,4,walking,BEL,Wednesday,Working_day,Walking
#22:20417,Leg,dzixUVrIRAQy3PJzTU5cfWGDI0s2,#33:8565,50.839,4.367,50.8394.367,50.839,4.366,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,190,4,walking,BEL,Thursday,Working_day,Walking
#24:19758,Leg,YD1NWKS6MmgyvWhJhtKZvYIVc2l2,#33:8286,50.849,4.321,50.8494.321,50.848,4.321,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,192,5,walking,BEL,Tuesday,Working_day,Walking
#25:23535,Leg,iO8CmmLFKwhlBzEh0f9Hf2w9iWr2,#32:10039,50.868,4.334,50.8684.334,50.867,4.331,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,193,3,walking,BEL,Monday,Working_day,Walking
#25:20197,Leg,igigwkvk1xfKFR1ySEPkpRTNN862,#30:8637,50.765,4.47,50.7654.47,50.765,4.475,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,198,5,walking,BEL,Thursday,Working_day,Walking
#23:25087,Leg,t9qpQxe8N3gN7NQVHf6FodRYBug1,#31:10705,50.845,4.385,50.8454.385,50.844,4.384,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,201,3,walking,BEL,Thursday,Working_day,Walking
#25:19626,Leg,dzixUVrIRAQy3PJzTU5cfWGDI0s2,#30:8365,50.853,4.387,50.8534.387,50.854,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,201,4,walking,BEL,Tuesday,Working_day,Walking
#22:8516,Leg,IGpJc0Az17bxe4MT6pHDx6lQ3LD2,#32:3481,50.862,4.348,50.8624.348,50.86,4.348,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,212,4,walking,BEL,Thursday,Working_day,Walking
#22:15531,Leg,zXlIdCrAuQhir2WyDvF05sUxpnA2,#31:6517,50.878,4.384,50.8784.384,50.879,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,212,4,walking,BEL,Thursday,Working_day,Walking
#23:19794,Leg,dzixUVrIRAQy3PJzTU5cfWGDI0s2,#32:8308,50.853,4.383,50.8534.383,50.854,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,213,4,walking,BEL,Tuesday,Working_day,Walking
#22:7127,Leg,kgF4dsYgK6RN1Qp0kzJVyWnDaUe2,#30:2955,50.847,4.391,50.8474.391,50.846,4.389,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,214,5,walking,BEL,Friday,Working_day,Walking
#22:24744,Leg,t9qpQxe8N3gN7NQVHf6FodRYBug1,#33:10439,50.845,4.348,50.8454.348,50.847,4.348,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,215,4,walking,BEL,Wednesday,Working_day,Walking
#24:18410,Leg,YD1NWKS6MmgyvWhJhtKZvYIVc2l2,#31:7823,50.864,4.296,50.8644.296,50.863,4.297,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,215,5,walking,BEL,Thursday,Working_day,Walking
#25:37949,Leg,Zj62iyVNq2PEAWH6kVatEsZu5tv1,#30:16425,50.735,4.235,50.7354.235,50.73,4.23,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,228,6,walking,BEL,Saturday,Weekend,Walking
#25:19235,Leg,igigwkvk1xfKFR1ySEPkpRTNN862,#31:8158,50.935,4.035,50.9354.035,50.94,4.035,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,229,5,walking,BEL,Sunday,Weekend,Walking
#22:20146,Leg,CWWoORPnn1brx2KQNfalF3wQrNC2,#32:8459,50.849,4.347,50.8494.347,50.849,4.344,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,237,3,walking,BEL,Tuesday,Working_day,Walking
#24:11824,Leg,O88QbwQ6ghOcPHJ94xPjI230VcB3,#32:4893,50.85,4.392,50.854.392,50.849,4.39,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,239,4,walking,BEL,Friday,Working_day,Walking
#24:20863,Leg,Zj62iyVNq2PEAWH6kVatEsZu5tv1,#33:8798,50.93,4.43,50.934.43,50.93,4.425,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,248,5,walking,BEL,Saturday,Weekend,Walking
#24:19818,Leg,CWWoORPnn1brx2KQNfalF3wQrNC2,#31:8392,50.849,4.347,50.8494.347,50.849,4.344,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,252,5,walking,BEL,Monday,Working_day,Walking
#25:20232,Leg,YD1NWKS6MmgyvWhJhtKZvYIVc2l2,#30:8654,50.846,4.378,50.8464.378,50.847,4.38,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,252,5,walking,BEL,Thursday,Working_day,Walking
#25:21587,Leg,CWWoORPnn1brx2KQNfalF3wQrNC2,#33:9145,50.849,4.344,50.8494.344,50.849,4.346,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,254,4,walking,BEL,Monday,Working_day,Walking
#22:15869,Leg,vlBTTWAlYqTwugoby3qyjC9DUI33,#31:6652,50.849,4.401,50.8494.401,50.848,4.399,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,257,5,walking,BEL,Tuesday,Working_day,Walking
#23:20112,Leg,CWWoORPnn1brx2KQNfalF3wQrNC2,#33:8430,50.849,4.344,50.8494.344,50.849,4.347,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,257,3,walking,BEL,Tuesday,Working_day,Walking
#22:20845,Leg,v35MmhsqJ1SKKaVqytmNyHRlrSj1,#33:8755,50.843,4.38,50.8434.38,50.843,4.383,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,263,5,walking,BEL,Friday,Working_day,Walking
#23:22303,Leg,CWWoORPnn1brx2KQNfalF3wQrNC2,#31:9525,50.849,4.347,50.8494.347,50.849,4.344,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,264,4,walking,BEL,Tuesday,Working_day,Walking
#22:8467,Leg,U5soJC7zkmbkpx0sJN993OUa8Hw2,#31:3493,50.845,4.34,50.8454.34,50.843,4.341,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,270,3,walking,BEL,Wednesday,Working_day,Walking
#24:3713,Leg,kgF4dsYgK6RN1Qp0kzJVyWnDaUe2,#31:1583,50.845,4.385,50.8454.385,50.846,4.384,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,275,5,walking,BEL,Friday,Working_day,Walking
#24:19816,Leg,CWWoORPnn1brx2KQNfalF3wQrNC2,#31:8391,50.849,4.344,50.8494.344,50.849,4.347,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,278,5,walking,BEL,Monday,Working_day,Walking
#24:14948,Leg,xNYM910kV9SpRzfF8oMLTEa2ItS2,#30:6323,50.847,4.391,50.8474.391,50.847,4.387,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,280,5,walking,BEL,Wednesday,Working_day,Walking
#25:5084,Leg,kgF4dsYgK6RN1Qp0kzJVyWnDaUe2,#31:2110,50.847,4.39,50.8474.39,50.846,4.388,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,293,4,walking,BEL,Monday,Working_day,Walking
#22:22335,Leg,CWWoORPnn1brx2KQNfalF3wQrNC2,#30:9564,50.849,4.344,50.8494.344,50.849,4.347,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,302,3,walking,BEL,Tuesday,Working_day,Walking
#24:23017,Leg,4ZfTYSt0erSVLAeGC28PY1Z8bbS2,#33:9791,50.858,4.388,50.8584.388,50.858,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,306,3,walking,BEL,Friday,Working_day,Walking
#24:20579,Leg,R9EJzucqISO6GOi8nrRGZR0IWFa2,#30:8796,50.859,4.356,50.8594.356,50.856,4.356,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,308,3.643,walking,BEL,Friday,Working_day,Walking
#22:24911,Leg,onEy0MLMEebOR5LZlj9TkjUGASJ3,#31:10607,50.84,4.357,50.844.357,50.841,4.359,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,311,4,walking,BEL,Thursday,Working_day,Walking
#24:9419,Leg,mjrFDbCO6LeTtnVqi0zPxfbrYLG3,#31:3931,50.845,4.385,50.8454.385,50.844,4.382,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,315,5,walking,BEL,Thursday,Working_day,Walking
#23:20219,Leg,9sjoMM7wJEWt2X4yfZkS03qQiHE3,#31:8561,50.87,4.388,50.874.388,50.869,4.386,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,318,5,walking,BEL,Wednesday,Working_day,Walking
#23:10292,Leg,U5soJC7zkmbkpx0sJN993OUa8Hw2,#33:4213,50.845,4.34,50.8454.34,50.846,4.343,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,322,4,walking,BEL,Tuesday,Working_day,Walking
#22:3739,Leg,kgF4dsYgK6RN1Qp0kzJVyWnDaUe2,#32:1547,50.846,4.389,50.8464.389,50.845,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,324,5,walking,BEL,Friday,Working_day,Walking
#24:37996,Leg,Zj62iyVNq2PEAWH6kVatEsZu5tv1,#33:16295,50.73,4.24,50.734.24,50.735,4.235,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,325,5,walking,BEL,Saturday,Weekend,Walking
#25:24230,Leg,onEy0MLMEebOR5LZlj9TkjUGASJ3,#33:10298,50.841,4.359,50.8414.359,50.84,4.357,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,326,2,walking,BEL,Wednesday,Working_day,Walking
#23:28625,Leg,YD1NWKS6MmgyvWhJhtKZvYIVc2l2,#33:12119,50.843,4.383,50.8434.383,50.845,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,327,5,walking,BEL,Wednesday,Working_day,Walking
#22:21709,Leg,CWWoORPnn1brx2KQNfalF3wQrNC2,#30:9264,50.849,4.347,50.8494.347,50.849,4.344,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,330,4,walking,BEL,Monday,Working_day,Walking
#22:17866,Leg,8kja4JcYLBQsgt4asrCiOpfJUKf1,#33:7426,50.847,4.385,50.8474.385,50.845,4.386,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,331,5,walking,BEL,Tuesday,Working_day,Walking
#25:18735,Leg,TWq1AUbD1zfNesNCbdLWK1vMhO22,#31:7937,50.846,4.357,50.8464.357,50.849,4.358,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,331,5,walking,BEL,Friday,Working_day,Walking
#22:37441,Leg,ScbvqnrCywYbFcB3s6bMJNBf1v33,#30:16130,50.844,4.382,50.8444.382,50.845,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,335,2,walking,BEL,Friday,Working_day,Walking
#22:11147,Leg,mjrFDbCO6LeTtnVqi0zPxfbrYLG3,#32:4577,50.845,4.385,50.8454.385,50.846,4.384,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,343,5,walking,BEL,Tuesday,Working_day,Walking
#24:27837,Leg,gqnXZ8qXiEaljj91T3koMeG2NPx2,#33:11801,50.837,4.382,50.8374.382,50.837,4.387,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,345,3,walking,ESP,Tuesday,Working_day,Walking
#23:21232,Leg,4ZfTYSt0erSVLAeGC28PY1Z8bbS2,#30:9056,50.858,4.388,50.8584.388,50.858,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,346,2,walking,BEL,Monday,Working_day,Walking
#24:21260,Leg,Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,#30:9090,50.835,4.333,50.8354.333,50.835,4.335,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,348,3,walking,BEL,Monday,Working_day,Walking
#23:21261,Leg,KuDY0NpjM0Zn9NfL3CfFBnZ5qQ42,#30:9071,50.845,4.393,50.8454.393,50.842,4.393,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,352,5,walking,BEL,Monday,Working_day,Walking
#24:36777,Leg,LpOv0E0Dk6UeoDFAEmpSUt0ddex1,#32:15773,50.849,4.343,50.8494.343,50.849,4.345,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,354,5,walking,BEL,Monday,Working_day,Walking
#22:33668,Leg,Zj62iyVNq2PEAWH6kVatEsZu5tv1,#33:14324,50.93,4.41,50.934.41,50.925,4.41,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,358,5,walking,BEL,Saturday,Weekend,Walking
#24:19001,Leg,igigwkvk1xfKFR1ySEPkpRTNN862,#33:7958,50.77,4.475,50.774.475,50.765,4.475,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,359,5,walking,BEL,Saturday,Weekend,Walking
#25:5654,Leg,kgF4dsYgK6RN1Qp0kzJVyWnDaUe2,#32:2321,50.842,4.385,50.8424.385,50.845,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,360,4,walking,BEL,Thursday,Working_day,Walking
#24:21233,Leg,4ZfTYSt0erSVLAeGC28PY1Z8bbS2,#31:9039,50.822,4.395,50.8224.395,50.822,4.392,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,365,2,walking,BEL,Monday,Working_day,Walking
#24:20325,Leg,igigwkvk1xfKFR1ySEPkpRTNN862,#31:8638,50.765,4.475,50.7654.475,50.77,4.475,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,365,5,walking,BEL,Thursday,Working_day,Walking
#25:4216,Leg,yXPR9mf9wfMU0yjf89NcbtRMudf1,#31:1769,50.845,4.385,50.8454.385,50.844,4.382,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,366,4,walking,BEL,Monday,Working_day,Walking
#24:36752,Leg,LpOv0E0Dk6UeoDFAEmpSUt0ddex1,#32:15762,50.849,4.344,50.8494.344,50.85,4.347,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,368,5,walking,BEL,Wednesday,Working_day,Walking
#24:28699,Leg,onEy0MLMEebOR5LZlj9TkjUGASJ3,#30:12298,50.839,4.357,50.8394.357,50.842,4.359,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,368,4,walking,BEL,Thursday,Working_day,Walking
#23:25065,Leg,0CHk74uT2pRt5VKXM9qFVS3BLPu2,#32:10642,50.859,4.362,50.8594.362,50.856,4.36,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,369,4,walking,BEL,Thursday,Working_day,Walking
#22:19848,Leg,Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,#33:8292,50.832,4.327,50.8324.327,50.833,4.331,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,370,2,walking,BEL,Tuesday,Working_day,Walking
#24:8416,Leg,U5soJC7zkmbkpx0sJN993OUa8Hw2,#33:3434,50.844,4.341,50.8444.341,50.845,4.34,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,374,3,walking,BEL,Wednesday,Working_day,Walking
#22:18388,Leg,CWWoORPnn1brx2KQNfalF3wQrNC2,#33:7694,50.848,4.344,50.8484.344,50.849,4.344,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,375,5,walking,BEL,Thursday,Working_day,Walking
#24:20282,Leg,Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,#32:8567,50.836,4.337,50.8364.337,50.835,4.334,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,381,3,walking,BEL,Thursday,Working_day,Walking
#25:3400,Leg,IGpJc0Az17bxe4MT6pHDx6lQ3LD2,#31:1449,50.847,4.353,50.8474.353,50.845,4.357,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,385,4,walking,BEL,Tuesday,Working_day,Walking
#25:28211,Leg,0CHk74uT2pRt5VKXM9qFVS3BLPu2,#30:12097,50.859,4.362,50.8594.362,50.856,4.359,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,388,3,walking,BEL,Thursday,Working_day,Walking
#25:36712,Leg,LpOv0E0Dk6UeoDFAEmpSUt0ddex1,#33:15734,50.851,4.352,50.8514.352,50.849,4.348,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,398,5,walking,BEL,Tuesday,Working_day,Walking
#22:31101,Leg,yiiLvQd5sbZ120ojUe5hI8BvO6u1,#32:13232,50.843,4.385,50.8434.385,50.845,4.386,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,407,4,walking,BEL,Monday,Working_day,Walking
#25:8813,Leg,xVmMPhHKRUOFFjghmp6dbVf3UYx2,#33:3617,50.856,4.36,50.8564.36,50.857,4.36,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,411,4,walking,SVK,Friday,Working_day,Walking
#22:21500,Leg,4ZfTYSt0erSVLAeGC28PY1Z8bbS2,#30:9169,50.858,4.385,50.8584.385,50.858,4.388,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,424,2,walking,BEL,Monday,Working_day,Walking
#23:24307,Leg,t9qpQxe8N3gN7NQVHf6FodRYBug1,#31:10373,50.842,4.385,50.8424.385,50.845,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,424,4,walking,BEL,Wednesday,Working_day,Walking
#25:26988,Leg,Zj62iyVNq2PEAWH6kVatEsZu5tv1,#30:11575,50.871,4.388,50.8714.388,50.869,4.386,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,426,5,walking,BEL,Tuesday,Working_day,Walking
#22:21293,Leg,KuDY0NpjM0Zn9NfL3CfFBnZ5qQ42,#33:8952,50.842,4.393,50.8424.393,50.845,4.393,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,434,6,walking,BEL,Monday,Working_day,Walking
#25:8085,Leg,kgF4dsYgK6RN1Qp0kzJVyWnDaUe2,#32:3330,50.843,4.385,50.8434.385,50.845,4.385,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,437,4,walking,BEL,Tuesday,Working_day,Walking
#22:27267,Leg,Zj62iyVNq2PEAWH6kVatEsZu5tv1,#31:11609,50.869,4.386,50.8694.386,50.871,4.388,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,437,5,walking,BEL,Tuesday,Working_day,Walking
#25:18566,Leg,YD1NWKS6MmgyvWhJhtKZvYIVc2l2,#30:7896,50.845,4.384,50.8454.384,50.847,4.381,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,449,5,walking,BEL,Friday,Working_day,Walking
#22:22110,Leg,Exu5AeRNwMNCDYhOQ8qNwOsxxnc2,#33:9335,50.836,4.337,50.8364.337,50.835,4.333,Brussels,BEL,Belgium,"Brussels, Belgium",Brussels,BEL,Belgium,7,451,3,walking,BEL,Thursday,Working_day,Walking
